compound,heusler_type,mp_id,formula,formation_energy,absolute_energy,band_gap,fermi_energy,bulk_modulus,poisson_ratio,Nv
RuNiSb,half,mp-1219954,NiSb6Ru,-0.21025174312500283,-24.1657700975,0.0682999999999998,7.11019058,,,23
RhTiAl,half,mp-866153,TiAlRh2,-0.9830098508333336,-7.5754307475000005,0.0,8.01301471,194.292,0.551,16
RhTiAl,half,mp-1194450,Ti6Al16Rh7,-0.7392818303448282,-6.216948053448276,0.0,7.30201742,,,16
RhTiAl,half,mp-1217136,Ti8Al15Rh7,-0.7718418018888874,-6.468432757666665,0.0,7.39068862,,,16
RhTiGa,half,mp-567679,TiGaRh,-0.16754120694444433,-6.26350651,0.0,4.68621765,127.691,0.666,16
RhTiGa,half,mp-866157,TiGaRh2,-0.8438889402083269,-7.256939884999994,0.0,7.11664792,193.396,0.776,16
RhTiGa,half,mp-1193834,Ti6Ga16Rh7,-0.5474992903448281,-5.6293145851724145,0.0,5.27841848,,,16
RhTiSi,half,mp-672645,TiSiRh,-0.9466052852777752,-7.84164459083333,0.0,7.74143279,187.886,0.295,17
RhTiGe,half,mp-1208205,TiGeRh,-0.7800290711111096,-7.4076383183333325,0.0,7.35087202,,,17
RhTiGe,half,mp-1093752,TiGeRh2,2.0445452104166666,-4.7672386925,0.0,-3.47216427,,,17
RhTiGe,half,mp-1187497,TiGeRh2,-0.6619620020833334,-7.473745905,0.0,8.07777608,,,17
RhTiSn,half,mp-1206684,TiSnRh,-0.11759556277777723,-6.540719476666666,0.0,6.41058906,,,17
RhTiSn,half,mp-1216641,TiSnRh,-0.5513264027777751,-6.9744503166666645,0.0,6.62252043,,,17
RhTiSn,half,mp-865707,TiSnRh2,-0.6565809620833329,-7.315000865,0.0,8.65625398,179.322,0.711,17
RhTiAs,half,mp-961718,TiAsRh,-0.42897138694444453,-7.07227886,0.0,5.79307506,128.349,0.53,18
RhTiAs,half,mp-505540,TiAsRh,-0.8726296427777788,-7.515937115833334,0.0,7.58630633,176.642,0.311,18
RhTiSb,half,mp-1206908,TiSbRh,-0.3375654511111108,-6.80049916,0.0,6.79826425,,,18
RhTiSb,half,mp-16687,Ti5Sb2Rh,-0.5150107220833338,-7.40248202625,0.0,7.63382948,,,18
RhVSi,half,mp-1100414,VSiRh,-0.5716531722672684,-16.23817615726727,0.24910000000000032,6.32101666,,,18
RhVGe,half,mp-1100423,VGeRh,-0.07689229500000039,-7.10063956,0.0,5.94619693,,,18
RhVSn,half,mp-1100421,VSnRh,-0.2764537216666672,-7.095715653333333,0.39449999999999985,6.7272872,,,18
RhVSn,half,mp-1178762,VSnRh2,-0.34401666624999905,-7.2995400825,0.0,8.22640403,,,18
RhVSn,half,mp-669918,VSnRh2,-0.41370266124999855,-7.3692260775,0.0,8.35323757,187.018,0.317,18
RhVAs,half,mp-20395,VAsRh,-0.5563890249999991,-18.200834140833333,0.0,7.52935516,183.377,0.317,19
RhVSb,half,mp-1100417,VSbRh,-0.28345853305555596,-21.594165229722222,0.0,7.60483028,,,19
RhCrGa,half,mp-1093844,CrGaRh2,2.378986508125,-4.4734533,0.0,-3.25646104,,,18
RhCrGa,half,mp-1183690,CrGaRh2,-0.38577897937499905,-7.238218787499999,0.0,6.28618145,,,18
RhCrGe,half,mp-961725,CrGeRh,-0.014577054999998987,-17.708426588333335,0.0,5.48504582,118.263,0.464,19
RhCrSn,half,mp-1018066,CrSnRh2,-0.2899011212499989,-7.3877098875,0.0,8.33723849,167.812,0.318,19
RhCrSn,half,mp-1093756,CrSnRh2,2.4553668037500005,-4.6424419625,0.48340000000000005,-3.57145827,,,19
RhCrSn,half,mp-1183708,CrSnRh2,-0.2723157137500003,-7.370124480000001,0.0,8.31048481,,,19
RhCrAs,half,mp-15683,CrAsRh,-0.32229516638889144,-18.294662502222224,0.0,6.8098099,,,20
RhMnAl,half,mp-1221702,MnAlRh2,-0.6533019769827586,-7.5623536925,0.0,7.03395356,,,19
RhMnAl,half,mp-10894,MnAlRh2,-0.6837400494827595,-7.592791765000001,0.0,6.91259405,185.161,0.282,19
RhMnGa,half,mp-1221872,Mn2GaRh,-0.15746423834051715,-7.3365728575,0.0,6.06573756,,,19
RhMnGa,half,mp-1221629,MnGaRh2,-0.4805085588577578,-7.2101903225,0.0,6.01837204,,,19
RhMnGa,half,mp-864949,MnGaRh2,-0.529181723857759,-7.258863487500001,0.0,5.86915377,188.351,0.302,19
RhMnIn,half,mp-1221572,MnInRh2,-0.5272590211206882,-21.9108546,0.0,7.35579142,,,19
RhMnIn,half,mp-864968,MnInRh2,-0.5538888461206888,-21.937484425,0.0,7.16070386,155.882,0.313,19
RhMnSi,half,mp-1014005,Mn2SiRh,-0.21753229692888,-15.7866979409375,0.0,7.24680279,134.27,0.361,20
RhMnSi,half,mp-22565,MnSiRh,-0.6455667795498053,-16.510009413055553,0.0,7.15874726,154.446,0.302,20
RhMnSi,half,mp-865015,MnSiRh2,-0.7764169798706888,-18.7088061125,0.0,8.12665064,208.501,0.45,20
RhMnGe,half,mp-18649,MnGeRh,-0.3704068826436797,-7.420190555000001,0.0,6.46976869,,,20
RhMnGe,half,mp-1079184,MnGeRh,-0.36635726931034657,-7.416140941666669,0.0,6.25117893,,,20
RhMnGe,half,mp-4664,MnGeRh2,-0.4380496432327581,-7.566464365,0.0,7.46566361,189.249,0.459,20
RhMnSn,half,mp-1221622,MnCoSnRh,-0.2502795532327582,-7.1676074875,0.0,7.8756234,,,20
RhMnSn,half,mp-1221328,MnNiSnRh,-0.2624275182327578,-6.8414354425,0.0,8.10547302,,,20
RhMnSn,half,mp-4990,MnSnRh2,-0.43506260573275757,-7.4101133274999995,0.0,8.10177043,169.635,0.392,20
RhMnP,half,mp-1079405,MnPRh,-0.5368423575246292,-7.850774586666666,0.0,8.628745,,,21
RhMnAs,half,mp-1221750,Mn3Co2As3Rh,-0.27665307847701115,-7.290825832222222,0.0,7.00927197,,,21
RhMnAs,half,mp-567856,MnAsRh,-0.3435513962547895,-7.409033294444445,0.0,6.89895501,147.225,0.338,21
RhMnAs,half,mp-1221966,Mn2CoAs2Rh,-0.2933791418103458,-7.320379181666667,0.0,6.97152298,,,21
RhMnSb,half,mp-568891,MnSbRh,-0.12036109219348153,-21.628987437365897,0.0,6.74757791,105.879,0.422,21
RhMnSb,half,mp-4846,MnSbRh,-0.32712301886014455,-21.835749364032562,0.0,6.63180118,112.852,0.374,21
RhMnSb,half,mp-568983,MnSbRh,-0.13456268886014774,-21.643189034032563,0.0,6.90758289,104.921,0.456,21
RhFeAl,half,mp-1096451,Al2FeRh,2.2435961300000007,-3.587774055,0.037799999999999834,-2.57748175,,,20
RhFeAl,half,mp-1261855,Al2FeRh,2.2467125075000007,-3.5846576775,0.01739999999999986,-2.5916946,,,20
RhFeAl,half,mp-1183147,Al2FeRh,-0.6965394949999988,-6.52790968,0.0,8.44486,,,20
RhFeGa,half,mp-865170,GaFeRh2,-0.42948686937499936,-6.9861701125,0.0,6.31561503,193.286,0.559,20
RhFeIn,half,mp-1184829,InFeRh2,-0.21194192166666603,-6.701394595,0.0,7.55203716,,,20
RhFeIn,half,mp-1096551,InFeRh2,2.435794828333334,-4.053657845,0.0,-3.46000587,,,20
RhFeSi,half,mp-1222890,LaFeSi2Rh,-0.8092320289999997,-7.133426478,0.0,8.28926991,,,21
RhFeSi,half,mp-1227116,CaFeSi2Rh,-0.6734796739999993,-6.411592678,0.0,6.20774692,,,21
RhFeSn,half,mp-1097141,FeSnRh2,2.495548781250001,-4.30650342,0.23740000000000006,-3.64659018,,,21
RhFeSn,half,mp-1018062,FeSnRh2,-0.3010237187499989,-7.10307592,0.0,8.06208925,177.299,0.329,21
RhFeSn,half,mp-1184221,FeSnRh2,-0.25857151124999866,-7.0606237125,0.0,8.17973067,,,21
RhFeP,half,mp-1224852,FePRh,-0.46039346043650653,-7.543660995555555,0.0,7.92527684,,,22
RhFeAs,half,mp-1225105,FeAsRh,-0.0751312780555548,-6.909948482222222,0.0,6.97853099,,,22
RhFeAs,half,mp-1225012,FeAsRh,-0.17150087361111113,-7.006318077777778,0.0,7.10737741,,,22
RhFeSb,half,mp-1206853,FeSbRh2,-0.22013650249999994,-7.05204605,0.0,8.47777733,,,22
RhNiAl,half,mp-1096379,AlNiRh2,2.531954207500002,-14.214613980000001,0.0,-3.7414859,,,22
RhNiGa,half,mp-866037,GaNiRh2,-0.3413840393750007,-6.225596150000001,0.0,6.37659956,173.642,0.335,22
RhNiGe,half,mp-1097160,NiGeRh2,2.4724027756249995,-16.059135224375,0.0,-3.86346918,,,23
RhNiSn,half,mp-1221328,MnNiSnRh,-0.2624275182327578,-6.8414354425,0.0,8.10547302,,,23
RhNiSn,half,mp-11519,NiSnRh2,-0.25160581124999837,-6.38118688,0.0,8.36733945,180.244,0.446,23
RhNiP,half,mp-1018823,NiPRh,-0.6905963176587306,-15.730603685,0.0,9.39988985,,,24
RhNiP,half,mp-1079265,NiPRh,-0.6289717476587321,-15.668979115,0.0,9.35377987,,,24
RhNiAs,half,mp-19768,NiAsRh,-0.4250174258333341,-17.366843018333334,0.0,7.98057303,,,24
RhNiAs,half,mp-1220148,NiAs2Rh3,-0.37904584666667535,-19.346623350833344,0.0,7.66777256,,,24
Sc2ZnP,inverse,mp-2712709,Na3ScZnP2SO12,-2.596623264046183,-6.897315581000001,4.2053,1.42832607,,,23
Sc2ZnP,inverse,mp-2713488,Na2ScZnP(SO6)2,-2.4299566306527094,-6.81916776763158,4.0887,1.06525091,,,23
Sc2ZnP,inverse,mp-2715019,Na4ScZn(PO4)3,-2.743574403624404,-6.9641782643650805,4.1312,1.81813303,,,23
Ti2VAs,inverse,mp-1216670,TiVAs2,-0.7515258066666668,-14.86212448625,0.0,6.5691472,,,18
Ti2VAs,inverse,mp-1216856,TiMn2VAs4,-0.4246911848994266,-7.172681035,0.0,6.04169889,,,18
Ti2NiAl,inverse,mp-1018016,Ti2AlNi,-0.2644448066666678,-6.5936189425,0.0,7.19325753,,,21
Ti2NiAl,inverse,mp-1187453,Ti2AlNi,-0.27091067666666735,-6.6000848125,0.0,7.00039012,,,21
Ti2NiAl,inverse,mp-1217197,Ti3AlNi12,-0.4730627462499992,-6.52266849875,0.0,7.903294,,,21
Ti2CrSn,inverse,mp-1101318,Ti3Cr2Sn(PO4)6,-2.7448914423015873,-8.254594590555556,0.0,4.43732413,,,18
Ti2CrSn,inverse,mp-776286,Ti3CrSn2(PO4)6,-2.7832646227182543,-8.136204559444444,0.025699999999999612,4.35087636,,,18
Ti2CrSn,inverse,mp-776780,Li4Ti3Cr3(SnO8)2,-2.660703811547619,-7.929870711428571,0.0,5.6721528,,,18
Ti2CrSb,inverse,mp-1216859,TiCrSbO6,-2.5683668062037017,-8.278491590833333,1.6451000000000002,4.27554779,,,19
Ti2CrSb,inverse,mp-774372,Ti3Cr2Sb(PO4)6,-2.7102993702182516,-8.223320001388888,0.0,4.02664515,,,19
Ti2CrSb,inverse,mp-758653,Li4Ti3Cr3(SbO8)2,-2.605193611904762,-7.882891182142857,0.0,4.65571319,,,19
Ti2MnSn,inverse,mp-999083,Ti2MnSn,-0.14465159989942578,-7.385294395,0.0,8.04529111,53.25,-4.207,19
Ti2MnSn,inverse,mp-776007,Ti3Mn2Sn(PO4)6,-2.78643846635331,-8.268862049166666,0.09860000000000024,4.70829579,,,19
Ti2MnSn,inverse,mp-1217085,TiMn(Ni2Sn)2,-0.29096289265804565,-6.31561261,0.0,9.10892546,,,19
Ti2CoIn,inverse,mp-999046,Ti2InCo,-0.052417220833334,-6.473310845,0.0,7.42583012,,,20
Ti2CoIn,inverse,mp-1217480,Ti8InCo3NiSn3,-0.1570365480208329,-6.727799815625,0.0,7.82522491,,,20
Ti2CoIn,inverse,mp-1018043,Ti2InCo,-0.07175955833333347,-6.4926531825,0.0,7.11028213,,,20
V2CuAl,inverse,mp-1379838,AlV4(CuO4)3,-1.8320926574999994,-7.422391897,0.0,5.24095637,,,24
V2CuAl,inverse,mp-1042520,BaAlVCuO5,-2.2043953863888888,-7.049837844444444,0.0,5.61023989,,,24
V2CuAl,inverse,mp-1264182,AlV4(CuO4)3,-1.979144188,-7.5694434275,0.3937000000000008,4.45138301,,,24
V2ZnAs,inverse,mp-1355262,VZnAsO5,-1.9776569075000001,-6.949543260625,1.7277,1.81435514,,,27
V2ZnAs,inverse,mp-1042974,VZnAs2O7,-1.8549978877272721,-6.795883415227272,2.0538999999999996,1.48284859,,,27
V2ZnAs,inverse,mp-1041710,V3Zn3(AsO4)4,-1.8016100700000008,-6.761135405769232,0.19309999999999983,2.29009942,,,27
V2CrSi,inverse,mp-1216378,VCrSi4,-0.33793090166666356,-11.047593651666665,0.0,10.24375609,,,20
V2CrSi,inverse,mp-1216382,VCrSi,-0.15059103966666973,-12.79615194466667,0.0,8.2165112,,,20
V2CrSi,inverse,mp-1216563,V(CrSi3)2,-0.3043736037037029,-11.068690057037037,0.0,10.41389456,,,20
V2CrGe,inverse,mp-1216420,VCrGeC,-0.2722071381249993,-8.41936886,0.0,7.87206076,,,20
V2CrGe,inverse,mp-1216572,V5Cr5Ge6,-0.16592202937499945,-7.75485545625,0.0,7.67851423,,,20
V2CrSn,inverse,mp-850428,V3Cr2Sn(PO4)6,-2.521646948690476,-8.13038460138889,0.0,3.27197156,,,20
V2CrSn,inverse,mp-777670,Li4V3Cr3(SnO8)2,-2.384916857261904,-7.781413834285714,0.6871,4.82341395,,,20
V2CrSn,inverse,mp-776765,V3CrSn2(PO4)6,-2.536719673273808,-7.988694114444444,0.0,3.12461676,,,20
V2CrSb,inverse,mp-1216355,VCrSbO6,-2.257537735555554,-8.09970852611111,0.0,5.59034353,,,21
V2CrSb,inverse,mp-776536,V3Cr3(SbO8)2,-2.1658666712499994,-8.15357844875,0.9032,4.01007215,,,21
V2CrSb,inverse,mp-759710,V3CrSb2(PO4)6,-2.5053111335515856,-7.963920540555555,0.0,3.42912945,,,21
V2MnAl,inverse,mp-1221624,MnAlV2,-0.1553770794827587,-7.924227895,0.0,6.72078052,,,20
V2MnAl,inverse,mp-10895,Mn2AlV,-0.3176246139655188,-8.106002735,0.0,7.08921185,185.386,0.278,20
V2MnAl,inverse,mp-1221708,Mn5Al2V,-0.19556880245689712,-7.99371057625,0.0,6.94174489,,,20
V2MnGa,inverse,mp-1190398,MnVGaCo,-0.3008021957327589,-7.402660721875,0.0,6.17859307,,,20
V2MnGa,inverse,mp-21235,Mn2VGa,-0.38250483224138065,-14.10726009,0.0,6.23773384,187.236,0.31,20
V2MnGa,inverse,mp-1221873,Mn3V2Ga2Co,-0.2552349110991372,-7.61066825875,0.0,6.06483788,,,20
V2MnIn,inverse,mp-1206609,Mn2VIn,0.13318050689654726,-16.37552835836207,0.0,7.20192072,,,20
V2MnSi,inverse,mp-1221599,MnV(Co2Si)2,-0.4188975497413798,-7.6226755875,0.0,8.15936838,,,21
V2MnSi,inverse,mp-865026,Mn2VSi,-0.4578360009913798,-13.51533842,0.0,8.3176681,242.884,0.27,21
V2MnSi,inverse,mp-1221563,MnV(Fe2Si)2,-0.4174628259913806,-8.289543108750001,0.0,8.40838232,,,21
V2MnGe,inverse,mp-865554,Mn2VGe,-0.2775240352155155,-8.285265162499998,0.0,7.9312908,224.329,0.289,21
V2MnSn,inverse,mp-1176486,Mn2V3Sn(PO4)6,-2.5766361088533105,-8.158094196111112,0.0,3.17262745,,,21
V2MnSn,inverse,mp-1206646,Mn2VSn,0.040932795646547504,-17.00967441961207,0.0,8.72202715,,,21
V2MnSn,inverse,mp-1221615,MnV(Ni2Sn)2,-0.14269160599137987,-6.31589308,0.0,8.88630852,,,21
V2MnP,inverse,mp-849523,Li2MnVP2(HO5)2,-2.402494546743522,-7.358477004999999,0.0,2.68110363,,,22
V2MnP,inverse,mp-780329,Li2MnV(P2O7)2,-2.6491726837804137,-7.788143288863636,0.24150000000000005,2.16545792,,,22
V2MnP,inverse,mp-778531,Li3MnV(PO4)3,-2.5978651232179795,-7.580178883625,0.667,2.28405472,,,22
V2FeAl,inverse,mp-1228827,AlV2Fe,-0.13389215249999964,-7.7297444475,0.0,6.59501668,,,21
V2FeAl,inverse,mp-1008530,AlVFeCo,-0.3942140649999999,-7.5024440225,0.0,7.29932501,204.053,0.321,21
V2FeAl,inverse,mp-1228804,AlVFe2,-0.13865449499999905,-7.581035575,0.0,6.64874373,,,21
V2FeGa,inverse,mp-21883,VGaFe2,-0.29842107687499997,-7.561432205,0.0,6.4687618,222.851,0.267,21
V2FeGa,inverse,mp-1216782,V2GaFe,-0.08609541687500144,-7.50257776,0.0,5.90383719,,,21
V2FeGa,inverse,mp-1066581,VGaFeCo,-0.2710866093750006,-7.199946615,0.0,6.27583557,,,21
V2FeSi,inverse,mp-1216327,VFe3Si4,-0.41396887750000033,-7.438374105,0.0,9.24603471,,,22
V2FeSi,inverse,mp-1221563,MnV(Fe2Si)2,-0.4174628259913806,-8.289543108750001,0.0,8.40838232,,,22
V2FeSi,inverse,mp-1066609,VFeCoSi,-0.4481346049999999,-7.9763001125,0.0,8.17728606,,,22
Cr2CuP,inverse,mp-775289,Mn3CrCu2(PO4)6,-2.225407604490284,-7.688870859444445,0.0,1.81133209,,,28
Cr2CuP,inverse,mp-775994,Ti3CrCu2(PO4)6,-2.7026595241071427,-8.060579172777778,0.0,2.23048717,,,28
Cr2CuP,inverse,mp-773538,CrFe3Cu2(PO4)6,-2.176769604940474,-7.582566686388889,0.0,1.16329364,,,28
Cr2ZnP,inverse,mp-1044311,TiZnCr(PO4)3,-2.715196572903438,-7.9641892586111105,2.3403,1.55078146,,,29
Cr2ZnP,inverse,mp-1044104,ZnCr2(PO5)2,-2.237732681285714,-7.632360869666667,0.0,3.09983094,,,29
Cr2ZnP,inverse,mp-1048332,ZnCrP2O7,-2.4573646394805193,-7.58550865659091,2.5553000000000003,3.17254814,,,29
Cr2MnAl,inverse,mp-1221714,MnAl24Cr,-0.08413894761273227,-4.26524982,0.0,7.60474678,,,22
Cr2MnAl,inverse,mp-864988,Mn2AlCr,-0.16105888646551758,-8.0917223575,0.0,7.46499702,193.97,0.276,22
Cr2MnAl,inverse,mp-1221662,MnAl2Cr3,-0.16329881632183904,-7.765350376666667,0.0,7.83402702,,,22
Cr2MnGa,inverse,mp-1221909,Mn2Cr3GaS8,-0.9531812688115764,-6.9116202371428574,0.0,4.33838044,,,22
Cr2MnGa,inverse,mp-1221918,Mn2CrGa3Se8,-0.6566358712222902,-5.301540009999999,0.0,2.73821393,,,22
Cr2MnGa,inverse,mp-1221912,Mn2CrGa3S8,-0.7709055120258606,-5.782922845,0.0,3.54687522,,,22
Cr2MnIn,inverse,mp-1221691,MnCrInS4,-0.8964754556568134,-6.343286137857143,0.0,4.72912913,,,22
Cr2MnSi,inverse,mp-1097306,Mn2CrSi,2.689556116882187,-10.613887967126434,0.0,-2.73067862,,,23
Cr2MnSi,inverse,mp-1226532,CeMnCrSi2,-0.4596855537298808,-16.08865255683333,0.0,7.6095566,,,23
Cr2MnSi,inverse,mp-1221675,MnCrSi2,-0.2810302091956931,-12.107081773075004,0.0,9.19946866,,,23
Cr2FeAl,inverse,mp-1228906,AlCrFe2,-0.15702917999999944,-7.74169561,0.0,7.63812097,,,23
Cr2FeAl,inverse,mp-1096119,Al2CrFe,2.4711119100000007,-3.932443175,0.0,-2.38772398,,,23
Cr2FeAl,inverse,mp-1229097,AlCrFeO4,-2.540379124999999,-8.494336182142858,1.4767000000000001,5.22066652,,,23
Cr2FeGa,inverse,mp-1226345,Cr3GaFe3As2,-0.018372544722222668,-7.433655558888889,0.0,6.29345241,,,23
Cr2FeGa,inverse,mp-30570,CrGaFe2,-0.027434201874998898,-7.43273068,0.0,6.39980137,204.598,0.28,23
Cr2FeGa,inverse,mp-1226233,CrGaFeSe4,-0.6365560995535711,-5.655814758571428,0.0,3.45763327,,,23
Cr2FeSi,inverse,mp-1213726,CrFeCoSi,-0.26834161249999866,-7.938792469999999,0.0,8.37528824,,,24
Cr2FeSi,inverse,mp-1226256,CrFeSi2,-0.3469316849999995,-7.59035787,0.0,9.30176412,,,24
Cr2FeSi,inverse,mp-1226343,CrFe11Si4,-0.2813790049999998,-8.06416356125,0.0,8.14462458,,,24
Cr2FeGe,inverse,mp-1226425,Cr3Fe3GeAs2,-0.06602189666666586,-7.658519558888888,0.0,7.10009447,,,24
Cr2FeGe,inverse,mp-1226385,CrFeGe2,-0.029818414999999376,-6.8720995125,0.0,7.7720566,,,24
Cr2FeSn,inverse,mp-1178427,Cr2Fe3Sn(PO4)6,-2.3744344967460314,-7.932015077777779,0.029199999999999893,3.40123785,,,24
Cr2FeSn,inverse,mp-1008226,CrFe2Sn,0.2543460687500003,-7.3963193675,0.0,8.22928574,143.331,0.427,24
Cr2FeSn,inverse,mp-775073,Li4Cr3Fe3(SnO8)2,-2.0715633326190477,-7.4022869317857145,0.0,3.10205876,,,24
Cr2FeP,inverse,mp-774450,Ti3CrFe2(PO4)6,-2.782928289107143,-8.383670967777778,0.10719999999999974,4.10266156,,,25
Cr2FeP,inverse,mp-777476,CrFe2(PO4)3,-2.3767023991071414,-8.05818435111111,1.6569,1.55372473,,,25
Cr2FeP,inverse,mp-766014,Li6CrFe3(PO4)6,-2.5003482901964267,-7.446943759999999,2.3823,1.40557525,,,25
Cr2FeAs,inverse,mp-1206083,CrFeAs,-0.0935419624999996,-7.6912723666666665,0.0,7.26749288,,,25
Cr2FeAs,inverse,mp-1189319,Sr2CrFeAsO3,-1.9697830406249999,-7.099137860625,0.0,3.85510842,,,25
Cr2FeAs,inverse,mp-1226345,Cr3GaFe3As2,-0.018372544722222668,-7.433655558888889,0.0,6.29345241,,,25
Cr2FeSb,inverse,mp-1222836,Li2Cr2FeSbO8,-2.1847588233333326,-7.566264030714286,1.891,3.35563923,,,25
Cr2FeSb,inverse,mp-861530,Li2Cr2FeSbO8,-2.1824709485119036,-7.563976155892857,1.6540999999999997,5.27516759,,,25
Cr2FeSb,inverse,mp-1008225,CrFe2Sb,0.14062806500000047,-7.5398947175,0.0,8.90062077,187.126,4.053,25
Cr2CoAl,inverse,mp-10883,AlCrCo2,-0.22062925874999806,-12.289105003749999,0.0,7.02384325,199.303,0.292,24
Cr2CoAl,inverse,mp-1228949,Al2CrFeCo4,-0.2920568399999999,-7.0605427425,0.0,6.94851754,,,24
Cr2CoGa,inverse,mp-567981,CrGaCo2,-0.07622638124999881,-13.322371531249999,0.0,5.90754892,199.836,0.327,24
Cr2CoGa,inverse,mp-1226165,Cr12Ga2(CoS8)3,-0.9210596318292676,-6.838465521219513,0.0,4.81269196,,,24
Cr2CoGa,inverse,mp-1226347,CrGa3(CoSe4)2,-0.5635476736607136,-4.918652016428571,0.0,2.97853987,,,24
Cr2CoIn,inverse,mp-1226318,Cr3In(CoS4)2,-0.7661046604761899,-6.4155350985714295,0.0,4.82156505,,,24
Cr2CoIn,inverse,mp-1226298,CrInCoS4,-0.7245873680952377,-5.881598254285715,0.0,4.94870372,,,24
Cr2CoIn,inverse,mp-16735,CrInCo2,0.1976137877083346,-15.832484969791665,0.0,7.4804662,169.302,0.341,24
Cr2CoSn,inverse,mp-778219,Li4Cr3Co3(SnO8)2,-1.969554920833333,-7.157070896071429,0.0,3.65749089,,,25
Cr2CoSn,inverse,mp-1177516,Li4Cr3Co3(SnO8)2,-1.9477848894047614,-7.135300864642857,0.07759999999999989,2.76651176,,,25
Cr2CoSn,inverse,mp-774701,Li4Cr3Co2Sn3O16,-1.965901049940476,-7.0418511371428565,0.0867,3.34066603,,,25
Cr2CoP,inverse,mp-757284,Mn3CrCo2(PO4)6,-2.28545116504584,-7.917481645,0.0,2.02008157,,,26
Cr2CoP,inverse,mp-776777,Li4CrCo2Ni3(PO4)6,-2.275351350029762,-7.281430172750001,2.9872,1.77947624,,,26
Cr2CoP,inverse,mp-757257,Li4CrCo3(PO4)4,-2.413452291496598,-7.398705961428571,0.8765000000000001,4.13416871,,,26
Cr2CoSb,inverse,mp-1018082,CrCo2Sb,0.07108677958333232,-16.74094331541667,0.0,8.46626634,173.777,0.295,26
Cr2CoSb,inverse,mp-1226307,CrCo4SbO8,-1.6675647385714285,-7.519980836428571,0.9511000000000003,4.25540112,,,26
Cr2CoSb,inverse,mp-757879,Cr3Co3(SbO8)2,-1.6164263941666672,-7.360327002916667,0.0,3.4472296,,,26
Cr2NiAl,inverse,mp-1228914,Al4CrNi15,-0.3393311669999989,-11.4257058225,0.0,8.41548781,,,25
Cr2NiAl,inverse,mp-10885,AlCrNi2,-0.2589189762499995,-11.701137736249999,0.0,7.83429479,160.697,0.38,25
Cr2NiAl,inverse,mp-1228985,AlCrNi,-0.04825331000000214,-11.310639270000003,0.0,7.82134245,,,25
Cr2NiGa,inverse,mp-1226319,CrGa3(NiS4)2,-0.7523876708928563,-5.281279487857143,0.0,4.61381626,,,25
Cr2NiIn,inverse,mp-1226434,CrInNiS4,-0.7261265630952372,-5.689811729285714,0.0,5.34859379,,,25
Cr2NiIn,inverse,mp-1007991,CrInNi2,0.046278841250002145,-15.35756293125,0.0,8.09004261,,,25
Cr2NiSn,inverse,mp-778614,Li4Cr2Ni3Sn(PO4)6,-2.3485925491547612,-7.339566019,1.4918,3.21958211,,,26
Cr2NiSn,inverse,mp-1226279,CrCu4NiSn2,0.13264745750000007,-4.84849686,0.0,8.54043395,,,26
Cr2NiSn,inverse,mp-1221685,MnCr(Ni2Sn)2,-0.10678074974137886,-6.35112489875,0.0,8.84760418,,,26
Cr2NiSb,inverse,mp-775941,Cr2Ni3Sb(PO4)6,-2.229474618273809,-7.5662156380555565,0.0,1.99191714,,,27
Cr2NiSb,inverse,mp-1018161,CrNiSb,-0.015090736666666752,-17.602215830000002,0.0,7.54905214,104.241,0.306,27
Cr2NiSb,inverse,mp-1221891,Mn2CrNiSb2,0.14432173350574592,-17.828071660000003,0.0,6.73225489,,,27
Cr2CuAl,inverse,mp-1043752,Sr2AlCrCu2O7,-2.2581472451923075,-6.846434851153846,0.0,4.29258072,,,26
Cr2CuAl,inverse,mp-16494,AlCrCu2,-0.015341943166667704,-10.890100123166668,0.0,7.07251458,119.908,0.32,26
Cr2CuAl,inverse,mp-1217237,Ti2Al2CrCuS8,-1.312322159761905,-6.322412615,0.0,6.12802332,,,26
Cr2CuGa,inverse,mp-1226247,Cr4GaCuS8,-0.9855102883928565,-6.617393796428572,0.0,5.01636654,,,26
Cr2CuGa,inverse,mp-1226304,Cr4GaCuSe8,-0.8020061054464277,-6.0667764192857145,0.0,3.65594035,,,26
Cr2CuGa,inverse,mp-1226330,Cr8Ga3CuSe16,-0.796552851071428,-6.023069213214286,0.0,4.12202791,,,26
Cr2CuIn,inverse,mp-1007961,CrInCu2,0.17519384517857262,-14.661187347321427,0.0,7.52783485,93.374,0.355,26
Cr2CuIn,inverse,mp-20809,Cr4InCuSe8,-0.7855761346726159,-6.031137714285712,0.0,4.04603977,,,26
Cr2CuIn,inverse,mp-1226282,Cr4InCuS8,-0.8633727483333331,-6.476047522142857,0.0,5.10400554,,,26
Cr2CuSi,inverse,mp-1007924,CrCu2Si,0.20897161876666814,-11.176203127483333,0.0,8.29200973,130.299,0.47,27
Cr2CuSi,inverse,mp-1216266,UCrCuSi2,-0.24977482638333015,-24.93171566738333,0.0,9.11815382,,,27
Cr2CuSi,inverse,mp-1204438,Cr6CuSi2(Pb5O17)2,-1.7948406836792443,-7.047134359433962,0.19229999999999992,2.00111392,,,27
Cr2CuGe,inverse,mp-1213937,Cr5Cu(GeO6)2,-2.141990987749999,-8.19387420775,0.5470999999999995,4.64550122,,,27
Cr2CuSn,inverse,mp-1226299,CrCuSnS4,-0.8028717528571414,-5.705052362142857,0.0,5.46452417,,,27
